"","PFC","Subcortical","MAOA.Genotype","AgeInverseCentered","Sex.ID","reducedCorrPercentileContiguous","se","plo","phi","tlo","thi"
"346","Lateral_OFC","Caudate",-0.273,0.002,0,0.230774635790176,0.015307343530349,0.200159948729477,0.261389322850874,-0.00281601128840628,0.464365282868757
"347","Medial_OFC","Caudate",-0.273,0.002,0,0.190504565203372,0.015307343530349,0.159889878142674,0.22111925226407,-0.0430860818752095,0.424095212281954
"348","MiddleFrontalGyrus","Caudate",-0.273,0.002,0,0.199877380380106,0.015307343530349,0.169262693319408,0.230492067440804,-0.0337132666984754,0.433468027458688
"349","SuperiorFrontalGyrus","Caudate",-0.273,0.002,0,0.246602658865414,0.015307343530349,0.215987971804716,0.277217345926112,0.0130120117868319,0.480193305943996
"350","Ventral_ACC","Caudate",-0.273,0.002,0,0.310591298623969,0.015307343530349,0.279976611563271,0.341205985684667,0.0770006515453873,0.544181945702551
"351","Dorsal_ACC","Putamen",-0.273,0.002,0,0.436698016831528,0.015307343530349,0.40608332977083,0.467312703892227,0.203107369752947,0.67028866391011
"352","InferiorFrontalGyrus","Putamen",-0.273,0.002,0,0.328769645310487,0.015307343530349,0.298154958249788,0.359384332371185,0.0951789982319048,0.562360292389068
"353","Lateral_OFC","Putamen",-0.273,0.002,0,0.236545736410558,0.015307343530349,0.20593104934986,0.267160423471256,0.00295508933197589,0.470136383489139
"354","Medial_OFC","Putamen",-0.273,0.002,0,0.207640920443357,0.015307343530349,0.177026233382659,0.238255607504055,-0.0259497266352251,0.441231567521938
"355","MiddleFrontalGyrus","Putamen",-0.273,0.002,0,0.184362772864614,0.015307343530349,0.153748085803916,0.214977459925312,-0.0492278742139678,0.417953419943196
"356","SuperiorFrontalGyrus","Putamen",-0.273,0.002,0,0.253109577008817,0.015307343530349,0.222494889948119,0.283724264069515,0.0195189299302352,0.486700224087399
"357","Ventral_ACC","Putamen",-0.273,0.002,0,0.27822215920791,0.015307343530349,0.247607472147212,0.308836846268608,0.0446315121293285,0.511812806286492
"358","Dorsal_ACC","Accum",0.727,0.002,0,0.300938468675122,0.019589660725781,0.26175914722356,0.340117790126684,0.066071803164303,0.535805134185941
"359","InferiorFrontalGyrus","Accum",0.727,0.002,0,0.214745480959489,0.0195896607257802,0.175566159507929,0.253924802411049,-0.0201211845513296,0.449612146470308
"360","Lateral_OFC","Accum",0.727,0.002,0,0.216078391060913,0.0195896607257802,0.176899069609352,0.255257712512473,-0.0187882744499061,0.450945056571731
"361","Medial_OFC","Accum",0.727,0.002,0,0.242127541434395,0.0195896607257802,0.202948219982834,0.281306862885955,0.00726087592357597,0.476994206945213
"362","MiddleFrontalGyrus","Accum",0.727,0.002,0,0.168037171936244,0.0195896607257802,0.128857850484684,0.207216493387804,-0.0668294935745747,0.402903837447063
"363","SuperiorFrontalGyrus","Accum",0.727,0.002,0,0.219490131795592,0.0195896607257802,0.180310810344032,0.258669453247152,-0.0153765337152267,0.454356797306411
"364","Ventral_ACC","Accum",0.727,0.002,0,0.358406744564289,0.0195896607257802,0.319227423112729,0.397586066015849,0.12354007905347,0.593273410075108
"365","Dorsal_ACC","Caudate",0.727,0.002,0,0.332504202776365,0.0195896607257803,0.293324881324805,0.371683524227926,0.0976375372655464,0.567370868287184
"366","InferiorFrontalGyrus","Caudate",0.727,0.002,0,0.257733825732741,0.0195896607257803,0.21855450428118,0.296913147184301,0.0228671602219219,0.492600491243559
"367","Lateral_OFC","Caudate",0.727,0.002,0,0.238760861973021,0.0195896607257803,0.19958154052146,0.277940183424581,0.00389419646220207,0.473627527483839
"368","Medial_OFC","Caudate",0.727,0.002,0,0.188728009113363,0.0195896607257803,0.149548687661802,0.227907330564923,-0.046138656397456,0.423594674624181
